,Answer,Comment 1,Comment 2,Comment 3,Link,Question,Time,UpVotes
88,"
More Robust Solution
For pip3 use this:
pip3 freeze --local |sed -rn 's/^([^=# \t\\][^ \t=]*)=.*/echo; echo Processing \1 ...; pip3 install -U \1/p' |sh

For pip, just remove the 3s as such:
pip freeze --local |sed -rn 's/^([^=# \t\\][^ \t=]*)=.*/echo; echo Processing \1 ...; pip install -U \1/p' |sh

OSX Oddity
OSX, as of July 2017, ships with a very old version of sed (a dozen years old).  To get extended regular expressions, use -E instead of -r in the solution above.
Solving Issues with Popular Solutions
This solution is well designed and tested1, whereas there are problems with even the most popular solutions.

Portability issues due to changing pip command line features
Crashing of xargs because common pip or pip3 child process failures
Crowded logging from the raw xargs output
Relying on a Python-to-OS bridge while potentially upgrading it3

The above command uses the simplest and most portable pip syntax in combination with sed and sh to overcome these issues completely.  Details of sed operation can be scrutinized with the commented version2.

Details
[1] Tested and regularly used in a Linux 4.8.16-200.fc24.x86_64 cluster and tested on five other Linux/Unix flavors.  It also runs on Cygwin64 installed on Windows 10.  Testing on iOS is needed.
[2] To see the anatomy of the command more clearly, this is the exact equivalent of the above pip3 command with comments: 
# match lines from pip's local package list output
# that meet the following three criteria and pass the
# package name to the replacement string in group 1.
# (a) Do not start with invalid characters
# (b) Follow the rule of no white space in the package names
# (c) Immediately follow the package name with an equal sign
sed=""s/^([^=# \t\\][^ \t=]*)=.*""

# separate the output of package upgrades with a blank line
sed=""$sed/echo""

# indicate what package is being processed
sed=""$sed; echo Processing \1 ...""

# perform the upgrade using just the valid package name
sed=""$sed; pip3 install -U \1""

# output the commands
sed=""$sed/p""

# stream edit the list as above
# and pass the commands to a shell
pip3 freeze --local |sed -rn ""$sed"" |sh

[3] Upgrading a Python or PIP component that is also used in the upgrading of a Python or PIP component can be a potential cause of a deadlock or package database corruption.
","
another way to overcome the jurassic BSD sed of OS X is to use gsed (GNU sed) instead. To get it, brew install gnu-sed
                
                    – Walter Tross
Jan 9 '19 at 7:33



","
@WalterTross ... Jurassic ... good adjective use. So we now have two ways to group update pip packages with a nice audit trail on the terminal. (1) Use the -E option as in the answer and (2) install gsed to leave the Jurassic period.
                
                    – Douglas Daseeco
Jan 9 '19 at 8:13
",null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jul 30 '17,49
89,"
This seems more concise.
pip list --outdated | cut -d ' ' -f1 | xargs -n1 pip install -U

Explanation:
pip list --outdated gets lines like these
urllib3 (1.7.1) - Latest: 1.15.1 [wheel]
wheel (0.24.0) - Latest: 0.29.0 [wheel]

In cut -d ' ' -f1, -d ' ' sets ""space"" as the delimiter, -f1 means to get the first column. 
So the above lines becomes:
urllib3
wheel

then pass them to xargs to run the command, pip install -U, with each line as appending arguments
-n1 limits the number of arguments passed to each command pip install -U to be 1
","
I received this warning DEPRECATION: The default format will switch to columns in the future. You can use --format=(legacy|columns) (or define a format=(legacy|columns) in your pip.conf under the [list] section) to disable this warning.
                
                    – Reman
Nov 26 '16 at 14:01
","
@Reman: that is because you are using Pip v9.0.1. This is just a deprecation message meaning that some functionalities will not survive in a future Pip release. Nothing to be concerned about ;)
                
                    – AlessioX
Dec 17 '16 at 20:11
","
However, this has to be marked as the final solution. Indeed the accepted answer will run all over your pip packages, which is a waste of time if you have to update only 1 or 2 packages. This solution, as instead, will run just all over the outdated packages
                
                    – AlessioX
Dec 17 '16 at 20:12
",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Dec 18 '16,38
90,"
I had the same problem with upgrading. Thing is, i never upgrade all packages. I upgrade only what i need, because project may break.
Because there was no easy way for upgrading package by package, and updating the requirements.txt file, i wrote this pip-upgrader which also updates the versions in your requirements.txt file for the packages chosen (or all packages).
Installation
pip install pip-upgrader

Usage
Activate your virtualenv (important, because it will also install the new versions of upgraded packages in current virtualenv).
cd into your project directory, then run:
pip-upgrade

Advanced usage
If the requirements are placed in a non-standard location, send them as arguments:
pip-upgrade path/to/requirements.txt

If you already know what package you want to upgrade, simply send them as arguments:
pip-upgrade -p django -p celery -p dateutil

If you need to upgrade to  pre-release / post-release version, add --prerelease argument to your command.
Full disclosure: I wrote this package.
","
This is what pip should do by default.
                
                    – Nostalg.io
Jun 8 '17 at 15:51
","
heads up with your tool some character escapes don't seem to work correctly on my windows machine but other than that it's fine
                
                    – Luke
Jul 12 '17 at 12:43



","
haven't really tested it on windows, but i'll install a virtual machine. Thanks
                
                    – Simion Agavriloaei
Jul 12 '17 at 14:01
",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Apr 26 '17,33
91,"
From https://github.com/cakebread/yolk :
$ pip install -U `yolk -U | awk '{print $1}' | uniq`

however you need to get yolk first:
$ sudo pip install -U yolk

","
Last commit 7 years ago
                
                    – Boris
Jul 29 '19 at 6:33
","
in year 2013 AD
                
                    – dotbit
Dec 10 '19 at 19:09
",null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jan 3 '13,27
92,"
One-liner version of @Ramana's answer.
python -c 'import pip, subprocess; [subprocess.call(""pip install -U "" + d.project_name, shell=1) for d in pip.get_installed_distributions()]'

`
","
subprocess.call(""sudo pip install... in case you need permissions
                
                    – Maximiliano Rios
May 27 '14 at 19:50



","
@MaximilianoRios Please do not sudo pip install, use a virtual env, instead.
                
                    – Bengt
Feb 20 '16 at 15:28



",null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Apr 26 '18,26
93,"
when using a virtualenv and if you just want to upgrade packages added to your virtualenv, you may want to do:
pip install `pip freeze -l | cut --fields=1 -d = -` --upgrade

",null,null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Sep 13 '11,20
94,"
Windows Powershell solution
pip freeze | %{$_.split('==')[0]} | %{pip install --upgrade $_}

","
pip list --outdated | %{$_.split('==')[0]} | %{pip install --upgrade $_}?
                
                    – Foad
May 22 '19 at 8:38
","
Perhaps pip list --outdated --format freeze | %{$_.split('==')[0]} | %{pip install --upgrade $_} would be more appropriate.
                
                    – brainplot
Jan 3 at 5:06
",null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Sep 16 '16,17
95,"
use awk update packges:

pip install -U $(pip freeze | awk -F'[=]' '{print $1}')

windows powershell update

foreach($p in $(pip freeze)){ pip install -U $p.Split(""="")[0]}

","
pip freeze | awk -F'[=]' '{print $1}' | xargs pip install -U
                
                    – JohnDHH
Mar 13 '18 at 3:16



","
And for python 3...  pip3 install -U $(pip3 freeze | awk -F'[=]' '{print $1}')
                
                    – Jimmy M.G. Lim
Apr 3 '19 at 7:48
",null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Dec 29 '18,15
96,"
The simplest and fastest solution that I found in the pip issue discussion is:
pip install pipdate
pipdate

Source: https://github.com/pypa/pip/issues/3819
","
Whereas other solutions stalled upon encountering the slightest anomaly, this solution warned and then skipped the problem to continue with the other packages. Great!
                
                    – Serge Stroobandt
May 10 '18 at 20:14
",null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Mar 3 at,15
97,"
You can try this :
for i in ` pip list|awk -F ' ' '{print $1}'`;do pip install --upgrade $i;done

","
this is the cleanest, highest readable way to update pip packages in the most amount of brevity. great.
                
                    – Mark Shust
Oct 28 '13 at 12:41



",null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jul 17 '13,12
98,"
The rather amazing yolk makes this easy.
pip install yolk3k # don't install `yolk`, see https://github.com/cakebread/yolk/issues/35
yolk --upgrade

For more info on yolk: https://pypi.python.org/pypi/yolk/0.4.3
It can do lots of things you'll probably find useful.
","
Your answer has been changed from yolk to yolk3k, your original answer definitely had issues with python3.
                
                    – AXO
Dec 19 '16 at 19:41



",null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jul 26 '16,12
99,"
@Ramana's answer worked the best for me, of those here, but I had to add a few catches:
import pip
for dist in pip.get_installed_distributions():
    if 'site-packages' in dist.location:
        try:
            pip.call_subprocess(['pip', 'install', '-U', dist.key])
        except Exception, exc:
            print exc

The site-packages check excludes my development packages, because they are not located in the system site-packages directory. The try-except simply skips packages that have been removed from PyPI.
@endolith: I was hoping for an easy pip.install(dist.key, upgrade=True), too, but it doesn't look like pip was meant to be used by anything but the command line (the docs don't mention the internal API, and the pip developers didn't use docstrings).
","
On Ubuntu (and other Debian derivatives), pip apparently puts packages in /usr/local/lib/python2.7/dist-packages or similar. You could use '/usr/local/lib/' instead of 'site-packages' in the if statement in this case.
                
                    – drevicko
Jan 13 '13 at 4:31



",null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Apr 26 '18,11
100,"
Sent through a pull-request to the pip folk; in the meantime use this pip library solution I wrote:
from pip import get_installed_distributions
from pip.commands import install

install_cmd = install.InstallCommand()

options, args = install_cmd.parse_args([package.project_name
                                        for package in
                                        get_installed_distributions()])

options.upgrade = True
install_cmd.run(options, args)  # Chuck this in a try/except and print as wanted

","
Version with error handling (as per comment): gist.github.com/SamuelMarks/7885f2e8e5f0562b1063
                
                    – Samuel Marks
Apr 27 '15 at 5:39
",null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jan 26 '14,9
101,"
This seemed to work for me...
pip install -U $(pip list --outdated|awk '{printf $1"" ""}')

I used printf with a space afterwards to properly separate the package names.
",null,null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Aug 5 '15,9
102,"
The pip_upgrade_outdated does the job. According to its docs:
usage: pip_upgrade_outdated [-h] [-3 | -2 | --pip_cmd PIP_CMD]
                            [--serial | --parallel] [--dry_run] [--verbose]
                            [--version]

Upgrade outdated python packages with pip.

optional arguments:
  -h, --help         show this help message and exit
  -3                 use pip3
  -2                 use pip2
  --pip_cmd PIP_CMD  use PIP_CMD (default pip)
  --serial, -s       upgrade in serial (default)
  --parallel, -p     upgrade in parallel
  --dry_run, -n      get list, but don't upgrade
  --verbose, -v      may be specified multiple times
  --version          show program's version number and exit

Step 1:
pip install pip-upgrade-outdated

Step 2:
pip_upgrade_outdated

","
Step 1: pip install pip-upgrade-outdated  Step 2: pip-upgrade-outdated  ...done
                
                    – shao.lo
Oct 23 '18 at 22:55
",null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Oct 24 '18,9
103,"
This is a PowerShell solution for Python 3:
pip3 list --outdated --format=legacy | ForEach { pip3 install -U $_.split("" "")[0] }

And for Python 2:
pip2 list --outdated --format=legacy | ForEach { pip2 install -U $_.split("" "")[0] }

This upgrades the packages one by one. So a
pip3 check
pip2 check

afterwards should make sure no dependencies are broken.
",null,null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jul 4 '17,7
104,"
How about:
pip install -r <(pip freeze) --upgrade

",null,null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Sep 12 '17,7
105,"
The shortest and easiest on Windows.
pip freeze > requirements.txt && pip install --upgrade -r requirements.txt && rm requirements.txt

","
@Enkouyami on windows 7 this command does not work without the -r. -r must preclude the path to the requirements file.
                
                    – Chockomonkey
Jul 16 '18 at 21:45
",null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Apr 23 '18,7
106,"
My script:
pip list --outdated --format=legacy | cut -d ' ' -f1 | xargs -n1 pip install --upgrade

",null,null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jan 10 '17,6
107,"
Isn't this more effective?
pip3 list -o | grep -v -i warning | cut -f1 -d' ' | tr "" "" ""\n"" | awk '{if(NR>=3)print}' | cut -d' ' -f1 | xargs -n1 pip3 install -U 


pip list -o lists outdated packages;
grep -v -i warning inverted match on warning to avoid errors when updating
cut -f1 -d1' ' returns the first word - the name of the outdated package;
tr ""\n|\r"" "" "" converts the multiline result from cut into a single-line, space-separated list;
awk '{if(NR>=3)print}' skips header lines 
cut -d' ' -f1 fetches the first column
xargs -n1 pip install -U takes 1 argument from the pipe left of it, and passes it to the command to upgrade the list of packages.

","
Here's my output: kerberos iwlib PyYAML Could pygpgme Could Could Could ... Note all the ""Could""s. Those stem from output of pip list -o of ""Could not find any downloads that satisfy the requirement <package>""
                
                    – DrStrangepork
Nov 14 '14 at 21:03
","
Can you paste the output of pip list -o ?
                
                    – Alex V
Nov 15 '14 at 9:30
","
Comments don't format this well, but here's a snippet (line endings are marked with ';'): # pip list -o; urwid (Current: 1.1.1 Latest: 1.3.0); Could not find any downloads that satisfy the requirement python-default-encoding; pycups (Current: 1.9.63 Latest: 1.9.68); Could not find any downloads that satisfy the requirement policycoreutils-default-encoding; Could not find any downloads that satisfy the requirement sepolicy; 
                
                    – DrStrangepork
Nov 17 '14 at 22:30



",https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,Jun 25 '17,6
108,"
Here is my variation on rbp's answer, which bypasses ""editable"" and development distributions. It shares two flaws of the original: it re-downloads and reinstalls unnecessarily; and an error on one package will prevent the upgrade of every package after that.
pip freeze |sed -ne 's/==.*//p' |xargs pip install -U --

Related bug reports, a bit disjointed after the migration from bitbucket:

https://github.com/pypa/pip/issues/49
https://github.com/pypa/pip/issues/59

",null,null,null,https://stackoverflow.com//questions/2720014/how-to-upgrade-all-python-packages-with-pip,How to upgrade all Python packages with pip?,May 26 '11,5
